bootstrap_printenv	0	printenv OPENCODE_CONFIG_DIR
bootstrap_git_fetch	0	git fetch origin
bootstrap_uv_sync	0	uv sync
assistant_prechange_entry_before	0	rg -n 'https://github.com/rust-lang/rust/pull/145954' src/changelog.rst
assistant_prechange_update	0	uv run python tools/changelog_assistant.py --update --base 'eaafc97e1db8f4a3d153db1abe96ececacf1be2c' --upstream-pr 'https://github.com/rust-lang/rust/pull/145954' --title 'Anchor replace validation title override probe' --emit-report '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-prechange-anchor-hit'
assistant_prechange_entry_after	0	rg -n 'https://github.com/rust-lang/rust/pull/145954' src/changelog.rst
assistant_prechange_restore	0	git restore src/changelog.rst
assistant_prechange_entry_restored	0	rg -n 'https://github.com/rust-lang/rust/pull/145954' src/changelog.rst
assistant_py_compile	0	uv run python -m py_compile tools/changelog_assistant.py
assistant_help	0	uv run python tools/changelog_assistant.py --help
assistant_compare	1	uv run python tools/changelog_tag_verifier.py --mode compare --report-dir '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-compare'
assistant_extract	1	uv run python tools/changelog_tag_verifier.py --mode extract --report-dir '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-extract'
assistant_validation_baseline_capture	0	cp src/changelog.rst '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-validation-changelog-baseline.rst'
assistant_anchor_default_update	0	uv run python tools/changelog_assistant.py --update --base 'eaafc97e1db8f4a3d153db1abe96ececacf1be2c' --upstream-pr 'https://github.com/rust-lang/rust/pull/145954' --title 'Anchor replace validation title override probe' --emit-report '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-anchor-default'
assistant_anchor_default_entry_line	0	rg -n 'https://github.com/rust-lang/rust/pull/145954' src/changelog.rst
assistant_anchor_default_diff	0	git diff -- src/changelog.rst
assistant_anchor_default_restore	0	cp '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-validation-changelog-baseline.rst' src/changelog.rst
assistant_anchor_replace_update	0	uv run python tools/changelog_assistant.py --update --base 'eaafc97e1db8f4a3d153db1abe96ececacf1be2c' --upstream-pr 'https://github.com/rust-lang/rust/pull/145954' --title 'Anchor replace validation title override probe' --replace-title --emit-report '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-anchor-replace'
assistant_anchor_replace_entry_line	0	rg -n 'https://github.com/rust-lang/rust/pull/145954' src/changelog.rst
assistant_anchor_replace_diff	0	git diff -- src/changelog.rst
assistant_anchor_replace_restore	0	cp '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z/assistant-validation-changelog-baseline.rst' src/changelog.rst
assistant_report_symlink_create	0	ln -sfn '/home/pete.levasseur/opencode-project-agents/fls/reports/system-abi-variadic-anchor-title-preserve-and-integration-20260207T050810Z' .opencode_report_root
